IDimpacto_humano;Deaths;Injured;Missing
154701;0;0;0
154801;0;0;0
154901;0;0;0
155001;0;0;0
155101;0;0;0
155201;0;0;0
155301;10;0;0
155401;0;0;0
155501;0;0;0
155601;0;0;0
155701;0;0;0
155801;0;0;0
155901;0;0;0
156001;0;0;0
156101;0;0;0
156201;0;0;0
156301;0;0;0
156401;0;0;0
156501;20;0;0
156601;0;0;0
156701;0;0;0
156801;0;0;0
156901;0;0;0
157001;0;0;0
157101;0;0;0
157201;0;0;0
157301;0;0;0
157401;20;0;0
157501;10;0;0
157601;0;0;0
157701;10;10;0
157801;0;0;0
157901;0;0;0
158001;0;0;0
158101;0;0;0
158201;0;0;0
158301;0;0;0
158401;10;70;0
158501;0;0;0
158601;0;0;0
158701;10;0;0
158801;0;0;0
158901;20;40;0
159001;0;0;0
159101;0;0;0
159201;0;0;0
159301;0;0;0
159401;0;0;0
159501;0;0;0
159601;0;0;0
159701;0;30;0
159801;10;0;0
159901;0;0;0
160001;0;0;0
160101;0;0;0
160201;0;0;0
160301;0;0;0
160401;0;0;0
160501;0;0;0
160601;0;0;0
160701;0;0;0
160801;0;0;0
160901;0;0;0
161001;0;0;0
161101;0;0;0
161201;0;0;0
161301;0;0;0
161401;0;0;0
161501;0;0;0
161601;0;20;10
161701;20;0;10
161801;0;0;0
161901;0;70;0
162001;0;0;0
162101;0;0;0
162201;0;0;0
162301;0;0;0
162401;0;0;0
162501;0;0;0
162601;0;0;0
162701;0;0;0
162801;0;0;0
162901;0;0;0
163001;0;0;10
163101;0;0;0
163201;0;0;0
163301;0;0;0
163401;0;0;0
163501;0;0;0
163601;120;0;0
163701;0;0;0
163801;0;0;0
163901;10;0;40
164001;0;0;0
164101;0;0;0
164201;0;0;0
164301;0;0;0
164401;0;0;0
164501;10;0;0
164601;20;280;0
164701;0;10;0
164801;0;0;0
164901;0;0;0
165001;0;0;0
165101;0;0;0
165201;0;0;0
165301;0;10;10
165401;0;0;0
165501;0;0;0
165601;0;0;0
165701;0;0;0
165801;0;0;10
165901;0;0;0
166001;0;0;0
166101;0;0;0
166201;0;0;0
166301;0;0;0
166401;0;0;0
166501;0;0;0
166601;0;0;0
166701;0;0;0
166801;0;20;0
166901;0;0;0
167001;0;0;0
167101;0;0;0
167201;0;0;0
167301;0;30;0
167401;0;0;0
167501;0;40;10
167601;0;0;0
167701;0;0;0
167801;0;0;0
167901;0;0;0
168001;0;0;0
168101;0;0;0
168201;0;0;0
168301;0;0;0
168401;30;10;0
168501;10;40;0
168601;0;0;0
168701;0;0;0
168801;0;0;0
168901;0;0;0
169001;0;0;0
169101;0;0;0
169201;0;40;0
169301;0;0;0
169401;0;0;0
169501;0;0;0
169601;10;80;0
169701;0;0;0
169801;0;10;0
169901;0;10;0
170001;270;160;0
170101;0;0;0
170201;0;0;0
170301;0;0;0
170401;0;0;0
170501;0;0;0
170601;0;0;0
170701;0;0;0
170801;0;0;0
170901;0;0;0
171001;0;0;0
171101;0;0;0
171201;0;0;0
171301;0;0;0
171401;0;0;0
171501;0;0;0
171601;0;0;0
171701;0;0;0
171801;0;0;0
171901;0;0;0
172001;0;0;0
172101;0;0;10
172201;0;0;0
172301;0;0;0
172401;0;0;0
172501;0;0;0
172601;0;0;0
172701;0;0;0
172801;0;0;0
172901;0;0;0
173001;0;0;0
173101;0;0;0
173201;0;0;0
173301;0;0;10
173401;0;10;0
173501;0;0;0
173601;0;0;0
173701;0;0;0
173801;20;0;0
173901;0;0;0
174001;0;0;0
174101;0;30;0
174201;0;0;0
174301;0;0;0
174401;0;0;0
174501;0;10;0
174601;0;40;0
174701;0;0;0
174801;0;0;0
174901;0;0;0
175001;0;0;0
175101;0;60;0
175201;0;0;0
175301;0;0;0
175401;0;0;0
175501;0;0;0
175601;0;0;0
175701;0;0;0
175801;0;0;0
175901;0;0;0
176001;0;0;0
176101;0;0;0
176201;0;0;0
176301;0;0;0
176401;0;0;0
176501;0;0;0
176601;0;0;0
176701;0;0;0
176801;0;0;0
176901;0;0;0
177001;0;0;0
177101;0;0;0
177201;0;0;0
177301;0;0;0
177401;30;0;0
177501;0;0;0
177601;10;10;0
177701;0;0;0
177801;20;0;0
177901;0;0;0
178001;0;0;0
178101;30;0;0
178201;0;0;0
178301;0;0;0
178401;0;0;0
178501;0;20;0
178601;0;0;0
178701;0;0;0
178801;0;0;0
178901;0;0;0
179001;0;0;0
179101;0;0;0
179201;20;100;0
179301;30;0;0
179401;0;0;0
179501;0;0;0
179601;0;0;0
179701;0;0;0
179801;0;230;0
179901;30;90;0
180001;30;0;0
180101;0;0;0
180201;0;0;0
180301;0;0;0
180401;0;0;0
180501;0;0;0
180601;0;0;0
180701;0;0;0
180801;0;0;0
180901;60;0;0
181001;0;0;0
181101;0;0;0
181201;0;0;0
181301;0;0;0
181401;0;0;0
181501;0;0;0
181601;0;0;0
181701;0;0;0
181801;0;0;0
181901;30;20;0
182001;40;0;0
182101;0;0;0
182201;0;0;0
182301;0;0;0
182401;0;0;0
182501;0;20;0
182601;10;0;0
182701;10;0;0
182801;0;0;0
182901;0;0;0
183001;0;0;0
183101;0;0;0
183201;0;0;0
183301;0;80;0
183401;0;180;0
183501;70;30;0
183601;0;40;0
183701;10;50;0
183801;0;0;0
183901;0;0;0
184001;0;0;0
184101;0;0;0
184201;0;0;0
184301;0;0;0
184401;0;0;0
184501;0;0;0
184601;0;0;0
184701;0;10;0
184801;0;280;0
184901;0;0;0
185001;10;50;0
185101;10;0;0
185201;0;0;0
185301;0;0;0
185401;0;0;0
185501;0;0;0
185601;0;0;0
185701;0;0;0
185801;0;0;0
185901;0;0;0
186001;0;0;0
186101;0;0;0
186201;0;1520;0
186301;0;280;0
186401;0;0;0
186501;0;0;0
186601;0;0;0
186701;0;0;0
186801;0;0;0
186901;0;0;0
187001;0;0;0
187101;0;0;0
187201;0;0;0
187301;0;0;0
187401;0;0;0
187501;0;0;0
187601;0;0;0
187701;0;0;0
187801;0;0;0
187901;0;0;0
188001;30;20;0
188101;0;0;0
188201;0;0;0
188301;20;120;0
188401;0;0;0
188501;0;10;0
188601;100;10;0
188701;20;20;0
188801;0;8920;0
188901;30;0;0
189001;0;0;0
189101;0;0;0
189201;0;0;0
189301;0;0;0
189401;0;0;0
189501;30;0;0
189601;0;220;0
189701;0;0;0
189801;10;10;0
189901;0;0;0
190001;110;80;20
190101;70;0;30
190201;0;0;0
190301;0;0;0
190401;0;0;0
190501;0;0;0
190601;0;0;0
190701;0;0;0
190801;0;0;0
190901;0;0;0
191001;0;0;0
191101;0;0;0
191201;0;0;0
191301;0;0;0
191401;0;0;0
191501;0;0;0
191601;10;30;0
191701;0;0;0
191801;40;10;0
191901;0;0;0
192001;0;0;0
192101;0;0;0
192201;0;0;30
192301;0;0;0
192401;0;0;0
192501;240;0;0
192601;0;0;0
192701;0;0;0
192801;30;0;0
192901;0;0;0
193001;190;0;350
193101;0;0;0
193201;10;0;0
193301;30;10;0
193401;0;0;0
193501;0;0;0
193601;0;0;0
193701;0;0;0
193801;0;20;0
193901;0;0;0
194001;50;10;0
194101;50;0;0
194201;0;0;0
194301;0;0;0
194401;0;0;0
194501;0;0;0
194601;0;0;0
194701;0;0;0
194801;0;0;0
194901;0;0;0
195001;0;0;0
195101;10;0;0
195201;0;50;0
195301;0;0;0
195401;0;70;0
195501;0;0;0
195601;30;30;0
195701;0;0;0
195801;0;0;0
195901;0;40;0
196001;0;0;0
196101;0;0;0
196201;0;0;0
196301;0;0;0
196401;0;0;0
196501;20;40;0
196601;0;0;0
196701;0;0;0
196801;0;0;0
196901;0;0;0
197001;0;0;0
197101;0;0;0
197201;0;0;0
197301;0;0;0
197401;0;0;0
197501;0;0;0
197601;0;0;0
197701;0;0;0
197801;0;0;0
197901;20;0;0
198001;0;0;0
198101;20;0;0
198201;0;0;0
198301;0;0;0
198401;0;0;0
198501;0;0;0
198601;0;10;0
198701;10;0;0
198801;60;0;0
198901;70;0;20
199001;30;280;170
199101;0;0;0
199201;10;0;0
199301;0;0;0
199401;0;0;0
199501;0;0;0
199601;0;0;0
199701;0;0;0
199801;0;0;0
199901;0;0;0
200001;0;0;0
200101;0;0;0
200201;0;0;0
200301;0;0;0
200401;0;0;0
200501;0;0;0
200601;0;0;0
200701;10;0;0
200801;0;0;0
200901;0;0;0
201001;0;0;0
201101;0;0;0
201201;50;30;0
201301;0;0;0
201401;0;0;0
201501;0;0;0
201601;10;30;0
201701;0;0;0
201801;0;0;0
201901;0;0;0
202001;0;0;0
202101;40;0;0
202201;60;0;0
202301;30;0;0
202401;10;0;0
202501;300;0;0
202601;130;0;0
202701;0;0;0
202801;70;0;0
202901;10;0;0
203001;0;0;0
203101;0;0;10
203201;0;150;0
203301;30;0;0
203401;0;0;0
203501;0;0;0
203601;0;0;0
203701;30;0;0
203801;0;0;0
203901;10;10;0
204001;40;0;0
204101;0;0;0
204201;0;0;0
204301;50;0;0
204401;0;540;0
204501;0;0;0
204601;0;0;0
204701;20;0;0
204801;0;0;0
204901;0;0;0
205001;0;0;0
205101;0;0;0
205201;0;0;0
205301;0;0;0
205401;0;0;0
205501;0;0;0
205601;0;0;0
205701;0;0;0
205801;0;0;0
205901;0;0;0
206001;0;0;0
206101;0;0;0
206201;0;0;0
206301;0;0;0
206401;0;0;0
206501;10;0;0
206601;0;0;0
206701;0;100;0
206801;0;0;0
206901;0;0;0
207001;0;70;0
207101;0;0;0
207201;0;0;0
207301;0;0;0
207401;20;160;0
207501;0;0;0
207601;0;0;0
207701;0;0;0
207801;0;0;0
207901;0;0;0
208001;0;0;0
208101;0;0;0
208201;0;0;0
208301;0;0;0
208401;0;0;0
208501;0;0;0
208601;30;0;0
208701;0;0;0
208801;0;0;0
208901;0;0;0
209001;0;0;0
209101;0;0;0
209201;0;0;0
209301;0;0;0
209401;40;0;0
209501;120;100;0
209601;20;10;0
209701;10;0;0
209801;0;0;0
209901;0;0;0
210001;0;0;20
210101;0;0;0
210201;10;20;0
210301;0;0;0
210401;0;0;0
210501;20;0;0
210601;10;0;0
210701;0;0;0
210801;30;0;0
210901;30;0;0
211001;0;0;0
211101;0;0;0
211201;0;0;0
211301;0;0;0
211401;0;0;0
211501;0;0;0
211601;30;30;0
211701;0;0;0
211801;0;0;0
211901;0;70;0
212001;0;0;0
212101;0;20;0
212201;0;0;0
212301;0;0;0
212401;0;0;0
212501;0;0;0
212601;0;0;0
212701;10;10;0
212801;0;0;0
212901;0;0;0
213001;0;0;0
213101;0;0;0
213201;0;0;0
213301;90;0;10
213401;0;0;0
213501;0;0;0
213601;0;0;0
213701;0;0;0
213801;0;0;0
213901;0;0;0
214001;0;0;0
214101;30;0;0
214201;0;0;0
214301;0;0;0
214401;0;0;0
214501;0;0;0
214601;0;0;0
214701;0;0;0
214801;0;0;0
214901;0;0;0
215001;10;0;0
215101;0;0;0
215201;10;0;0
215301;0;0;0
215401;30;20;0
215501;0;0;0
215601;0;0;0
215701;0;0;0
215801;0;0;0
215901;20;230;0
216001;0;0;0
216101;30;0;0
216201;0;0;0
216301;0;200;0
216401;10;180;0
216501;0;70;0
216601;0;700;0
216701;0;30;0
216801;0;0;0
216901;120;0;0
217001;500;0;0
217101;0;0;0
217201;40;0;0
217301;250;0;0
217401;60;0;0
217501;0;0;0
217601;10;0;0
217701;0;0;0
217801;0;0;0
217901;50;0;0
218001;0;0;0
218101;0;0;0
218201;30;80;0
218301;0;1500;0
218401;0;0;0
218501;0;0;0
218601;0;0;0
218701;0;0;0
218801;0;0;0
218901;0;0;0
219001;0;0;0
219101;0;0;0
219201;0;0;0
219301;0;0;0
219401;0;0;0
219501;0;0;0
219601;0;0;0
219701;0;0;0
219801;0;0;0
219901;0;0;0
220001;20;0;0
220101;0;0;0
220201;0;0;0
220301;0;0;0
220401;20;0;0
220501;0;0;0
220601;0;0;0
220701;0;0;0
220801;0;0;0
220901;0;0;0
221001;0;0;0
221101;0;0;0
221201;0;0;0
221301;0;0;0
221401;0;0;0
221501;0;0;0
221601;40;0;0
221701;40;0;0
221801;0;0;0
221901;0;0;0
222001;0;0;0
222101;0;0;0
222201;0;0;0
222301;0;0;0
222401;0;0;0
222501;0;0;0
222601;10;40;0
222701;0;0;0
222801;30;100;0
222901;0;0;0
223001;0;0;0
223101;0;0;0
223201;0;0;0
223301;0;0;0
223401;0;0;0
223501;0;0;0
223601;0;0;0
223701;0;0;0
223801;0;0;0
223901;0;0;0
224001;0;0;0
224101;0;0;0
224201;0;0;0
224301;0;0;0
224401;0;0;0
224501;0;0;0
224601;0;0;0
224701;0;0;40
224801;0;0;0
224901;20;10;0
225001;0;0;0
225101;0;0;0
225201;0;0;0
225301;0;0;0
225401;0;0;0
225501;0;0;0
225601;0;0;0
225701;0;0;0
225801;0;0;0
225901;0;0;0
226001;0;0;0
226101;0;0;0
226201;0;0;0
226301;0;0;0
226401;20;0;0
226501;0;0;0
226601;0;0;0
226701;0;0;0
226801;20;0;0
226901;0;20;0
227001;30;30;0
227101;0;0;0
227201;0;0;0
227301;10;10;0
227401;30;0;50
227501;80;0;0
227601;0;0;0
227701;0;0;0
227801;0;0;0
227901;10;120;0
228001;0;0;0
228101;0;0;20
228201;50;0;0
228301;0;0;0
228401;0;0;0
228501;180;100;0
228601;10;0;0
228701;0;0;0
228801;0;0;0
228901;0;0;0
229001;40;0;0
229101;0;0;0
229201;0;0;0
229301;0;0;0
229401;0;0;0
229501;0;0;0
229601;0;0;0
229701;0;0;0
229801;0;0;0
229901;0;0;0
230001;0;0;0
230101;0;0;0
230201;40;0;0
230301;0;0;0
230401;50;0;0
230501;30;0;20
230601;0;0;0
230701;0;0;0
230801;0;0;0
230901;0;0;0
231001;0;0;0
231101;0;0;0
231201;0;0;0
231301;0;0;0
231401;0;0;0
231501;0;0;0
231601;0;0;0
231701;0;0;0
231801;120;0;0
231901;0;0;0
232001;0;0;0
232101;0;0;0
232201;10;0;0
232301;110;0;0
232401;0;0;0
232501;0;0;0
232601;0;0;0
232701;0;0;0
232801;0;0;0
232901;0;0;0
233001;0;0;0
233101;0;0;0
233201;500;0;0
233301;0;0;0
233401;0;0;0
233501;0;0;0
233601;40;30;0
233701;0;0;0
233801;40;40;0
233901;0;200;0
234001;50;30;0
234101;0;0;0
234201;110;0;0
234301;30;80;0
234401;0;0;0
234501;0;0;0
234601;20;0;0
234701;0;0;0
234801;10;30;0
234901;0;0;0
235001;0;0;0
235101;0;0;0
235201;0;0;0
235301;0;0;0
235401;0;0;0
235501;40;0;0
235601;0;0;0
235701;0;0;0
235801;0;0;0
235901;0;0;0
236001;0;0;0
236101;0;0;0
236201;20;0;0
236301;0;0;0
236401;0;0;0
236501;0;0;0
236601;0;0;0
236701;0;0;0
236801;0;0;0
236901;0;0;0
237001;0;0;0
237101;70;360;0
237201;0;0;0
237301;0;0;0
237401;0;0;0
237501;0;0;0
237601;0;0;0
237701;0;0;0
237801;0;0;0
237901;0;0;0
238001;0;0;0
238101;0;0;0
238201;0;0;0
238301;0;0;0
238401;0;0;0
238501;0;0;0
238601;0;0;0
238701;0;0;0
238801;0;0;0
238901;0;0;0
239001;0;0;0
239101;0;0;0
239201;0;0;0
239301;0;0;0
239401;40;0;0
239501;0;10;0
239601;0;0;0
239701;10;0;0
239801;0;0;0
239901;0;0;0
240001;0;0;0
240101;0;0;0
240201;0;0;0
240301;0;0;0
240401;0;0;0
240501;20;0;0
240601;0;0;0
240701;10;0;0
240801;0;0;0
240901;0;0;0
241001;0;0;0
241101;0;0;0
241201;0;0;0
241301;0;0;0
241401;0;0;0
241501;50;20;0
241601;0;0;0
241701;100;0;60
241801;0;0;0
241901;0;0;0
242001;0;0;0
242101;0;0;0
242201;0;0;0
242301;0;0;0
242401;0;0;0
242501;0;0;0
242601;0;0;0
242701;0;0;0
242801;40;0;0
242901;0;0;0
243001;0;0;0
243101;10;40;0
243201;20;0;0
243301;10;0;0
243401;0;0;0
243501;0;0;0
243601;0;0;0
243701;0;0;0
243801;0;0;0
243901;0;0;0
244001;0;0;0
244101;0;0;0
244201;0;0;0
244301;0;0;0
244401;0;0;20
244501;0;0;0
244601;0;230;0
244701;0;0;0
244801;0;0;0
244901;0;0;0
245001;0;20;0
245101;0;20;0
245201;0;0;0
245301;0;110;0
245401;0;90;0
245501;0;0;0
245601;0;60;0
245701;0;0;0
245801;0;0;0
245901;0;160;0
246001;0;0;0
246101;10;0;0
246201;0;0;0
246301;0;0;0
246401;0;0;0
246501;0;0;0
246601;0;0;0
246701;0;0;0
246801;20;10;0
246901;0;0;0
247001;0;50;0
247101;0;0;0
247201;0;0;0
247301;0;0;0
247401;0;0;0
247501;0;0;0
247601;0;0;0
247701;20;0;0
247801;0;0;0
247901;0;0;0
248001;0;0;0
248101;0;0;0
248201;0;0;0
248301;0;0;0
248401;0;0;0
248501;0;0;0
248601;0;0;0
248701;0;0;0
248801;0;0;0
248901;0;0;0
249001;0;0;0
249101;0;0;0
249201;0;0;0
249301;0;0;0
249401;0;0;0
249501;0;30;0
249601;40;0;0
249701;0;0;0
249801;30;0;0
249901;0;0;0
250001;0;0;0
250101;0;0;0
250201;0;0;0
250301;0;0;0
250401;0;0;0
250501;30;0;0
250601;0;0;0
250701;0;0;0
250801;0;0;0
250901;40;60;0
251001;0;0;0
251101;0;0;0
251201;0;0;0
251301;0;70;0
251401;0;720;0
251501;10;90;0
251601;40;20;0
251701;0;0;0
251801;0;0;0
251901;0;0;0
252001;10;60;0
252101;0;0;0
252201;0;0;0
252301;0;0;0
252401;0;0;0
252501;0;0;0
252601;0;0;0
252701;0;0;0
252801;0;0;0
252901;0;0;0
253001;0;0;0
253101;100;200;0
253201;60;200;0
253301;0;150;0
253401;0;0;0
253501;0;0;0
253601;0;0;0
253701;0;0;0
253801;0;0;0
253901;0;0;0
254001;0;0;0
254101;0;0;0
254201;0;0;0
254301;0;0;0
254401;0;0;0
254501;0;0;0
254601;20;20;0
254701;0;0;0
254801;0;0;0
254901;0;0;0
255001;0;0;0
255101;0;0;0
255201;0;0;0
255301;0;0;0
255401;0;0;0
255501;0;0;0
255601;0;0;0
255701;0;0;0
255801;0;0;0
255901;0;0;0
256001;0;0;0
256101;0;0;0
256201;0;0;0
256301;70;0;0
256401;0;0;0
256501;0;0;0
256601;0;0;0
256701;0;0;0
256801;0;0;0
256901;0;0;0
257001;0;0;0
257101;0;0;0
257201;0;0;0
257301;0;0;0
257401;0;0;0
257501;0;0;0
257601;0;0;0
257701;0;0;0
257801;0;0;0
257901;0;0;0
258001;0;0;0
258101;0;0;0
258201;0;100;0
258301;0;0;0
258401;0;0;0
258501;0;0;0
258601;30;0;0
258701;0;0;0
258801;0;0;0
258901;10;0;0
259001;0;0;0
259101;0;0;0
259201;0;0;0
259301;0;0;0
259401;0;0;0
259501;0;0;0
259601;0;0;0
259701;0;0;0
259801;0;0;0
259901;110;30;300
260001;0;30;0
260101;0;160;0
260201;0;0;0
260301;150;0;0
260401;0;0;0
260501;0;0;0
260601;0;0;0
260701;0;0;0
260801;0;0;10
260901;0;0;0
261001;0;0;0
261101;0;0;0
261201;0;0;0
261301;0;0;0
261401;0;0;0
261501;0;0;0
261601;0;0;0
261701;0;0;0
261801;0;0;0
261901;0;0;0
262001;0;0;0
262101;0;0;0
262201;0;0;0
262301;0;0;0
262401;0;0;0
262501;0;0;0
262601;0;0;0
262701;0;0;0
262801;0;0;0
262901;0;0;0
263001;40;70;0
263101;0;0;0
263201;0;0;0
263301;10;20;0
263401;0;0;0
263501;0;0;0
263601;0;0;0
263701;0;0;0
263801;0;0;0
263901;0;0;0
264001;0;0;0
264101;0;0;0
264201;0;0;0
264301;0;0;0
264401;0;0;0
264501;0;0;0
264601;0;0;0
264701;0;0;0
264801;0;0;0
264901;0;0;0
265001;0;0;0
265101;0;0;0
265201;0;0;0
265301;0;0;0
265401;0;0;0
265501;0;0;0
265601;0;0;0
265701;0;0;0
265801;0;0;0
265901;0;0;0
266001;0;0;0
266101;0;0;0
266201;0;0;0
266301;0;0;0
266401;0;0;0
266501;0;0;0
266601;0;0;0
266701;0;0;0
266801;0;0;0
266901;0;0;0
267001;0;0;0
267101;0;0;0
267201;0;0;0
267301;0;0;0
267401;50;0;90
267501;0;0;0
267601;0;0;0
267701;0;0;0
267801;0;0;0
267901;0;0;0
268001;0;0;0
268101;0;0;0
268201;0;0;0
268301;0;0;0
268401;0;0;0
268501;0;0;0
268601;0;0;0
268701;0;0;0
268801;0;0;0
268901;0;0;0
269001;0;0;0
269101;0;0;0
269201;0;0;0
269301;0;0;0
269401;0;0;0
269501;0;0;0
269601;0;0;0
269701;0;0;0
269801;0;0;0
269901;0;0;0
270001;0;0;0
270101;0;0;0
270201;0;0;0
270301;10;0;0
270401;0;0;0
270501;0;0;0
270601;0;10;0
270701;0;0;0
270801;0;0;0
270901;0;10;0
271001;0;0;0
271101;0;0;0
271201;0;0;0
271301;0;0;0
271401;0;0;0
271501;20;0;0
271601;0;0;0
271701;0;0;0
271801;0;0;0
271901;0;0;0
272001;0;0;0
272101;0;0;0
272201;70;120;0
272301;1000;500;0
272401;0;0;0
272501;0;0;0
272601;0;0;0
272701;0;0;0
272801;0;0;0
272901;0;0;0
273001;0;0;0
273101;0;0;0
273201;0;0;0
273301;0;0;0
273401;0;0;0
273501;0;0;0
273601;70;0;0
273701;0;0;0
273801;0;0;0
273901;0;0;0
274001;0;0;0
274101;0;0;0
274201;0;0;0
274301;0;0;0
274401;10;0;0
274501;0;0;0
274601;0;0;0
274701;0;0;0
274801;0;0;0
274901;0;0;0
275001;0;0;0
275101;0;0;0
275201;0;0;0
275301;0;0;0
275401;0;0;0
275501;0;0;0
275601;0;0;0
275701;0;0;0
275801;0;0;0
275901;30;20;40
276001;0;0;0
276101;30;20;0
276201;0;0;0
276301;0;0;0
276401;0;0;0
276501;600;0;0
276601;0;0;0
276701;0;0;0
276801;0;0;0
276901;0;0;0
277001;60;0;0
277101;0;0;0
277201;0;40;0
277301;0;0;0
277401;0;0;0
277501;0;0;0
277601;0;0;0
277701;0;0;0
277801;0;0;0
277901;40;0;0
278001;20;0;0
278101;0;0;0
278201;0;0;0
278301;0;0;0
278401;0;0;0
278501;0;0;0
278601;0;0;0
278701;0;70;0
278801;0;0;0
278901;0;0;0
279001;20;0;0
279101;0;0;0
279201;40;0;20
279301;20;0;0
279401;0;0;0
279501;0;0;0
279601;0;140;0
279701;0;0;0
279801;0;0;0
279901;0;120;0
280001;0;0;0
280101;0;0;0
280201;0;0;0
280301;0;0;0
280401;0;0;0
280501;0;0;0
280601;0;0;0
280701;0;0;0
280801;0;0;0
280901;0;0;0
281001;0;0;0
281101;0;100;0
281201;0;0;0
281301;10;0;0
281401;0;0;0
281501;0;0;0
281601;0;50;0
281701;10;0;0
281801;80;0;0
281901;0;0;0
282001;50;0;0
282101;0;0;0
282201;20;0;0
282301;60;0;0
282401;0;0;0
282501;0;0;0
282601;0;0;0
282701;50;0;0
282801;60;0;0
282901;0;0;0
283001;0;0;0
283101;0;0;0
283201;0;0;0
283301;110;0;0
283401;0;0;0
283501;170;0;0
283601;0;0;0
283701;0;0;0
283801;20;0;0
283901;0;0;0
284001;20;60;0
284101;80;0;0
284201;0;0;0
284301;0;0;0
284401;60;0;0
284501;80;0;0
284601;0;0;0
284701;0;0;0
284801;0;0;0
284901;0;0;0
285001;0;0;0
285101;10;0;0
285201;0;0;0
285301;0;50;0
285401;0;0;0
285501;150;0;0
285601;0;0;0
285701;10;0;0
285801;0;0;0
285901;0;0;0
286001;10;0;0
286101;0;0;0
286201;0;0;0
286301;0;90;0
286401;10;0;0
286501;0;0;0
286601;0;0;0
286701;0;0;0
286801;0;0;0
286901;0;0;0
287001;0;0;0
287101;0;0;0
287201;0;0;0
287301;10;60;0
287401;0;0;0
287501;800;0;0
287601;0;0;0
287701;0;0;0
287801;0;0;0
287901;0;0;0
288001;80;0;0
288101;0;0;0
288201;180;300;0
288301;20;0;0
288401;0;0;0
288501;0;0;0
288601;320;10;0
288701;0;0;0
288801;0;0;0
288901;40;0;0
289001;760;0;0
289101;700;600;0
289201;690;0;0
289301;0;0;0
289401;0;0;0
289501;50;600;0
289601;0;0;0
289701;0;0;0
289801;0;0;0
289901;0;0;0
290001;0;0;0
290101;0;0;0
290201;0;0;0
290301;20;0;0
290401;0;0;0
290501;0;0;0
290601;20;40;0
290701;60;0;0
290801;0;0;0
290901;0;0;0
291001;0;10;0
291101;0;0;0
291201;0;0;0
291301;0;0;0
291401;0;0;0
291501;0;0;0
291601;0;0;0
291701;0;0;0
291801;0;0;0
291901;10;10;0
292001;0;0;0
292101;0;0;0
292201;0;0;0
292301;0;0;0
292401;0;0;0
292501;0;0;0
292601;110;0;0
292701;0;0;0
292801;0;0;0
292901;0;0;0
293001;10;0;0
293101;0;0;0
293201;150;0;0
293301;150;0;0
293401;30;0;0
293501;0;0;0
293601;0;0;0
293701;0;0;0
293801;0;0;0
293901;0;0;0
294001;0;0;0
294101;50;0;0
294201;0;0;0
294301;0;0;0
294401;0;0;0
294501;0;0;0
294601;0;0;0
294701;0;0;0
294801;0;0;0
294901;0;0;0
295001;0;0;0
295101;0;0;0
295201;0;0;0
295301;0;0;0
295401;0;0;0
295501;0;0;0
295601;0;0;0
295701;0;0;0
295801;0;0;0
295901;0;0;0
296001;120;0;0
296101;50;0;0
296201;0;0;0
296301;20;0;0
296401;0;20;0
296501;120;0;0
296601;0;0;0
296701;0;0;0
296801;0;0;0
296901;0;0;0
297001;0;0;0
297101;0;0;0
297201;50;0;0
297301;0;0;0
297401;0;10;0
297501;0;0;0
297601;0;0;0
297701;0;0;0
297801;0;0;0
297901;0;0;0
298001;0;0;0
298101;0;0;0
298201;0;0;0
298301;0;0;0
298401;20;0;0
298501;0;0;0
298601;0;0;0
298701;0;0;0
298801;10;0;0
298901;0;0;0
299001;0;0;0
299101;0;20;0
299201;0;0;0
299301;0;0;0
299401;0;0;0
299501;0;0;0
299601;300;0;0
299701;70;0;0
299801;20;10;0
299901;0;0;0
300001;0;0;0
300101;0;0;0
300201;60;0;0
300301;0;0;0
300401;0;0;0
300501;0;0;0
300601;0;0;0
300701;0;0;0
300801;0;0;0
300901;0;30;0
301001;0;0;0
301101;10;0;0
301201;50;20;0
301301;20;20;0
301401;40;0;0
301501;0;0;0
301601;20;0;0
301701;0;0;0
301801;0;0;0
301901;0;0;0
302001;20;0;0
302101;30;80;0
302201;20;0;0
302301;0;0;0
302401;0;0;0
302501;10;0;0
302601;0;0;0
302701;40;0;0
302801;0;0;0
302901;50;100;0
303001;300;0;0
303101;10;0;0
303201;80;0;0
303301;0;0;0
303401;0;0;0
303501;100;10;0
303601;0;0;0
303701;10;0;0
303801;20;70;0
303901;0;40;0
304001;0;0;0
304101;0;0;0
304201;0;0;0
304301;0;0;0
304401;10;0;0
304501;0;10;0
304601;0;0;0
304701;20;0;0
304801;60;0;0
304901;10;70;0
305001;0;0;0
305101;20;20;0
305201;0;0;0
305301;0;0;0
305401;0;0;0
305501;10;0;0
305601;0;0;0
305701;0;0;0
305801;0;0;0
305901;0;0;0
306001;0;0;0
306101;0;0;0
306201;0;0;0
306301;0;0;0
306401;0;0;0
306501;20;0;0
306601;0;0;0
306701;0;0;0
306801;0;0;0
306901;20;0;0
307001;20;10;0
307101;0;0;0
307201;0;0;0
307301;0;0;0
307401;0;0;0
307501;0;0;0
307601;0;0;0
307701;30;0;0
307801;0;0;0
307901;0;0;0
308001;0;0;0
308101;0;0;0
308201;0;0;0
308301;0;0;0
308401;20;0;0
308501;0;0;0
308601;0;0;0
308701;0;0;0
308801;0;0;0
308901;0;0;0
309001;10;0;0
309101;10;0;0
309201;0;0;0
309301;0;0;0
309401;70;0;10
309501;0;0;0
309601;0;0;0
309701;40;0;0
309801;80;0;10
