IDimpacto_material;Houses Destroyed;Houses Damaged
394302;0;0
394402;0;0
394502;0;0
394602;0;0
394702;0;0
394802;0;0
394902;0;0
395002;0;0
395102;0;0
395202;0;0
395302;0;0
395402;0;0
395502;0;0
395602;0;0
395702;0;0
395802;0;0
395902;0;0
396002;0;0
396102;0;0
396202;0;0
396302;0;0
396402;0;500
396502;0;200
396602;0;0
396702;0;0
396802;0;0
396902;0;0
397002;0;0
397102;0;0
397202;0;0
397302;0;0
397402;0;0
397502;0;0
397602;10;80
397702;120;0
397802;0;0
397902;0;0
398002;5000;0
398102;0;0
398202;0;0
398302;0;0
398402;0;0
398502;0;0
398602;100;0
398702;40;0
398802;630;0
398902;170;0
399002;140;0
399102;0;0
399202;0;0
399302;0;0
399402;0;0
399502;0;0
399602;0;0
399702;0;0
399802;0;0
399902;0;0
400002;100;0
400102;0;0
400202;0;0
400302;0;0
400402;0;0
400502;0;0
400602;0;0
400702;0;0
400802;0;0
400902;0;0
401002;0;0
401102;160;0
401202;0;0
401302;0;0
401402;0;0
401502;0;0
401602;0;0
401702;100;720
401802;10;0
401902;0;0
402002;0;0
402102;0;0
402202;0;0
402302;0;0
402402;0;0
402502;10;0
402602;0;0
402702;270;300
402802;0;0
402902;0;0
403002;0;0
403102;0;0
403202;0;0
403302;0;0
403402;0;0
403502;0;0
403602;0;0
403702;0;0
403802;0;0
403902;0;0
404002;0;0
404102;0;0
404202;0;0
404302;0;0
404402;0;0
404502;150;0
404602;0;0
404702;0;0
404802;0;0
404902;0;0
405002;0;0
405102;0;0
405202;0;0
405302;0;0
405402;0;0
405502;0;0
405602;0;0
405702;0;0
405802;0;0
405902;30;200
406002;0;0
406102;0;0
406202;0;0
406302;0;0
406402;0;0
406502;0;0
406602;0;0
406702;0;0
406802;0;0
406902;0;0
407002;0;0
407102;0;0
407202;0;0
407302;400;0
407402;0;0
407502;0;0
407602;50;0
407702;0;0
407802;0;0
407902;0;0
408002;0;0
408102;0;0
408202;0;0
408302;0;0
408402;0;0
408502;0;0
408602;0;0
408702;0;0
408802;0;0
408902;0;0
409002;0;0
409102;0;0
409202;0;0
409302;0;0
409402;0;0
409502;0;0
409602;0;0
409702;0;0
409802;10;0
409902;0;0
410002;0;0
410102;0;0
410202;0;0
410302;0;0
410402;0;0
410502;0;0
410602;80;270
410702;200;0
410802;850;1100
410902;0;0
411002;0;0
411102;40;0
411202;0;0
411302;0;0
411402;0;0
411502;230;1200
411602;0;0
411702;60;0
411802;0;0
411902;60;0
412002;430;1250
412102;0;0
412202;0;0
412302;0;0
412402;0;0
412502;0;0
412602;10;0
412702;0;0
412802;0;0
412902;0;0
413002;0;0
413102;0;0
413202;0;0
413302;290;0
413402;0;0
413502;30;0
413602;680;0
413702;290;0
413802;150;0
413902;0;0
414002;0;0
414102;0;0
414202;0;0
414302;10;150
414402;0;0
414502;70;0
414602;80;0
414702;0;0
414802;0;0
414902;0;0
415002;0;0
415102;0;0
415202;90;0
415302;0;0
415402;0;0
415502;0;0
415602;0;0
415702;0;0
415802;0;0
415902;0;0
416002;0;0
416102;0;0
416202;0;0
416302;0;0
416402;0;0
416502;0;0
416602;0;0
416702;0;0
416802;10;0
416902;0;0
417002;0;0
417102;690;0
417202;10;0
417302;0;0
417402;0;0
417502;0;0
417602;0;0
417702;0;0
417802;0;0
417902;0;0
418002;0;0
418102;0;0
418202;0;0
418302;0;0
418402;0;0
418502;0;0
418602;0;0
418702;0;0
418802;0;0
418902;150;0
419002;10;0
419102;0;0
419202;0;0
419302;0;0
419402;0;0
419502;0;0
419602;0;0
419702;0;0
419802;0;0
419902;150;0
420002;0;0
420102;60;0
420202;0;0
420302;0;0
420402;0;0
420502;10;0
420602;0;0
420702;0;0
420802;0;0
420902;0;0
421002;30;0
421102;0;0
421202;0;0
421302;0;0
421402;0;0
421502;0;0
421602;0;0
421702;0;0
421802;0;0
421902;0;0
422002;0;0
422102;0;0
422202;0;0
422302;0;0
422402;0;0
422502;600;0
422602;700;700
422702;0;0
422802;0;0
422902;700;0
423002;10;0
423102;40;0
423202;0;0
423302;0;0
423402;0;0
423502;0;0
423602;0;0
423702;0;0
423802;0;0
423902;0;0
424002;0;0
424102;0;0
424202;0;0
424302;0;0
424402;0;0
424502;0;0
424602;0;0
424702;0;0
424802;0;0
424902;0;0
425002;10;0
425102;0;0
425202;150;0
425302;0;0
425402;0;0
425502;0;0
425602;50;0
425702;0;0
425802;0;0
425902;100;0
426002;0;0
426102;0;0
426202;0;0
426302;0;0
426402;50;200
426502;0;0
426602;0;0
426702;50;0
426802;0;100
426902;0;0
427002;0;0
427102;0;0
427202;0;0
427302;50;60
427402;0;0
427502;0;0
427602;0;0
427702;0;0
427802;0;0
427902;0;0
428002;0;0
428102;10;0
428202;20;0
428302;10;0
428402;0;0
428502;0;0
428602;0;0
428702;0;0
428802;0;0
428902;0;0
429002;0;0
429102;0;0
429202;10;0
429302;0;0
429402;0;0
429502;0;0
429602;0;0
429702;40;0
429802;0;0
429902;30;20
430002;0;0
430102;0;0
430202;0;0
430302;0;0
430402;0;0
430502;0;0
430602;0;0
430702;0;0
430802;0;0
430902;0;0
431002;0;0
431102;0;0
431202;0;0
431302;0;0
431402;0;0
431502;0;0
431602;0;170
431702;0;0
431802;0;0
431902;0;0
432002;0;0
432102;0;0
432202;0;0
432302;0;0
432402;0;0
432502;0;0
432602;0;0
432702;0;0
432802;10;0
432902;0;0
433002;0;0
433102;0;0
433202;0;0
433302;0;0
433402;30;0
433502;0;0
433602;0;0
433702;0;0
433802;0;0
433902;0;0
434002;0;0
434102;0;0
434202;0;0
434302;0;0
434402;0;0
434502;0;0
434602;0;0
434702;0;0
434802;0;0
434902;720;0
435002;320;0
435102;0;0
435202;30;0
435302;0;0
435402;0;0
435502;0;0
435602;530;0
435702;3080;0
435802;0;0
435902;500;0
436002;0;0
436102;0;0
436202;0;0
436302;0;0
436402;0;0
436502;160;400
436602;0;0
436702;0;0
436802;0;0
436902;0;0
437002;0;0
437102;0;0
437202;0;0
437302;0;0
437402;150;0
437502;0;0
