id_Historico_Desastre;Event;Municipio;Fecha;Causa;Descripción de la causa;Fuente;IDimpacto_material;Muertos;Heridos;Desaparecidos;IDimpacto_humano;Casas destruidas;Casas dañadas;Pérdidas económicas;With Deaths;With Injured;With Missing;With Houses Destroyed;With Victims;Tipo_desastre;idDetalleDesastre
502043;INTOXICACION;Envigado;5/01/1980;CONTAMINATION;;EL TIEMPO 1980-01-05;204402;0;540;0;204401;0;0;0;0;10;0;0;0;Técnico;5020433
502044;LANDSLIDE;Támesis;29/12/1979;UNKNOWN;;BDOSSO;204502;0;0;0;204501;120;0;0;0;0;0;10;0;Geofísico;5020443
502045;LANDSLIDE;Valparaiso;29/11/1979;UNKNOWN;;BDOSSO-EL TIEMPO 1979-11-29 P.8A;204602;0;0;0;204601;110;590;0;0;0;0;10;0;Geofísico;5020453
502046;LANDSLIDE;Medellín;28/11/1979;RAIN;;BDOSSO-EL TIEMPO 1979-11-29 P.8A;204702;20;0;0;204701;0;0;0;10;0;0;0;0;Geofísico;5020463
502047;FLOOD;Jericó;28/11/1979;OVERFLOW;Por lluvias  río Piedras;EL TIEMPO 1979-11-29 P.8A;204802;0;0;0;204801;120;250;0;0;0;0;10;10;Hidrológico;5020473
502048;FLOOD;Dabeiba;28/11/1979;OVERFLOW;Por lluvias  río Sucio;EL TIEMPO 1979-11-29 P.8A;204902;0;0;0;204901;70;0;0;0;0;0;10;10;Hidrológico;5020483
502049;EARTHQUAKE;Valparaiso;27/11/1979;FAILURE;;EL TIEMPO 1979-11-29 P.8A;205002;0;0;0;205001;0;0;0;0;0;0;0;0;Geofísico;5020493
502050;LANDSLIDE;Urrao;27/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205102;0;0;0;205101;0;0;0;0;0;0;0;0;Geofísico;5020503
502051;LANDSLIDE;Jericó;27/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205202;0;0;0;205201;0;0;0;0;0;0;0;0;Geofísico;5020513
502052;LANDSLIDE;Caramanta;27/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205302;0;0;0;205301;0;0;0;0;0;0;0;0;Geofísico;5020523
502053;LANDSLIDE;Betulia;27/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205402;0;0;0;205401;0;0;0;0;0;0;0;0;Geofísico;5020533
502054;LANDSLIDE;Amagá;27/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205502;0;0;0;205501;0;0;0;0;0;0;0;0;Geofísico;5020543
502055;LANDSLIDE;Zaragoza;26/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205602;0;0;0;205601;0;0;0;0;0;0;0;0;Geofísico;5020553
502056;LANDSLIDE;Toledo;26/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205702;0;0;0;205701;0;0;0;0;0;0;0;0;Geofísico;5020563
502057;LANDSLIDE;Titiribí;26/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205802;0;0;0;205801;0;0;0;0;0;0;0;0;Geofísico;5020573
502058;LANDSLIDE;Tarso;26/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;205902;0;0;0;205901;0;0;0;0;0;0;0;0;Geofísico;5020583
502059;LANDSLIDE;Támesis;26/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;206002;0;0;0;206001;0;0;0;0;0;0;0;0;Geofísico;5020593
502060;LANDSLIDE;Segovia;26/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;206102;0;0;0;206101;0;0;0;0;0;0;0;0;Geofísico;5020603
502061;LANDSLIDE;Liborina;26/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;206202;0;0;0;206201;0;0;0;0;0;0;0;0;Geofísico;5020613
502062;LANDSLIDE;Cisneros;26/11/1979;RAIN;;EL TIEMPO 1979-11-28 P.6A;206302;0;0;0;206301;0;0;0;0;0;0;0;0;Geofísico;5020623
502063;LANDSLIDE;Valparaiso;23/11/1979;EARTHQUAKE;;BDOD-30067;206402;0;0;0;206401;0;0;0;0;0;0;0;0;Geofísico;5020633
502064;EARTHQUAKE;Urrao;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 P.6A;206502;10;0;0;206501;0;0;0;10;0;0;10;0;Geofísico;5020643
502065;EARTHQUAKE;Támesis;23/11/1979;FAILURE;;BDOD-30064-EL TIEMPO 1979-11-24 P.10A;206602;0;0;0;206601;300;0;0;0;0;0;10;0;Geofísico;5020653
502066;EARTHQUAKE;Sonson;23/11/1979;FAILURE;;EL TIEMPO 1979-11-24 P.10A;206702;0;100;0;206701;30;0;0;0;10;0;10;0;Geofísico;5020663
502067;EARTHQUAKE;Santa Rosa de Osos;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 PAG 2A;206802;0;0;0;206801;20;0;0;0;10;0;10;0;Geofísico;5020673
502068;EARTHQUAKE;Santa Bárbara;23/11/1979;FAILURE;;BDOD-30064-EL TIEMPO 1979-11-24 P.10A;206902;0;0;0;206901;300;0;0;0;10;0;10;0;Geofísico;5020683
502069;EARTHQUAKE;Salgar;23/11/1979;FAILURE;;EL TIEMPO 1979-11-24 P.10A;207002;0;70;0;207001;0;0;0;0;10;0;0;0;Geofísico;5020693
502070;EARTHQUAKE;Pueblorrico;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 P.6A;207102;0;0;0;207101;0;0;0;0;10;0;0;0;Geofísico;5020703
502071;EARTHQUAKE;Medellín;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 P.6A;207202;0;0;0;207201;20;0;0;0;0;0;10;0;Geofísico;5020713
502072;EARTHQUAKE;Jericó;23/11/1979;FAILURE;;BDOD-30064;207302;0;0;0;207301;80;0;0;0;0;0;10;0;Geofísico;5020723
502073;EARTHQUAKE;Jardín;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 PAG 6A;207402;20;160;0;207401;0;0;0;10;10;0;0;0;Geofísico;5020733
502074;EARTHQUAKE;Girardota;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 P.6A;207502;0;0;0;207501;0;40;0;0;0;0;0;0;Geofísico;5020743
502075;EARTHQUAKE;Envigado;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 P.6A;207602;0;0;0;207601;0;0;0;0;0;0;0;0;Geofísico;5020753
502076;EARTHQUAKE;Caramanta;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 P.6A;207702;0;0;0;207701;0;0;0;0;0;0;0;0;Geofísico;5020763
502077;EARTHQUAKE;Betulia;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 P. 6A;207802;0;0;0;207801;0;0;0;0;10;0;0;0;Geofísico;5020773
502078;EARTHQUAKE;Bello;23/11/1979;FAILURE;;EL TIEMPO 1979-11-25 P.6A;207902;0;0;0;207901;0;0;0;0;0;0;0;0;Geofísico;5020783
502079;EARTHQUAKE;Santafé de Antioquia;23/11/1979;FAILURE;;BDOD-30064/EL TIEMPO 1979-11-25 P.6A;208002;0;0;0;208001;0;0;0;0;0;0;0;0;Geofísico;5020793
502080;LANDSLIDE;Santafé de Antioquia;23/11/1979;EARTHQUAKE;;BDOD-30067-EL TIEMPO 1979-11-25 P.6A;208102;0;0;0;208101;0;0;0;0;0;0;0;0;Geofísico;5020803
502081;EARTHQUAKE;Andes;23/11/1979;FAILURE;;BDOD-30064;208202;0;0;0;208201;10;0;0;0;0;0;10;0;Geofísico;5020813
502082;FLOOD;Medellín;1/11/1979;RAIN;Lluvias intensas;BDOSSO-EL TIEMPO 1979-11-07 P.11A;208302;0;0;0;208301;0;0;0;0;0;0;0;0;Hidrológico;5020823
502083;LANDSLIDE;Santa Bárbara;31/10/1979;RAIN;;EL TIEMPO 1979-11-01 P.ppal-ultA;208402;0;0;0;208401;0;0;0;0;0;0;0;0;Geofísico;5020833
502084;LANDSLIDE;Medellín;31/10/1979;RAIN;;EL TIEMPO 1979-11-01 P.ppal-ultA;208502;0;0;0;208501;0;0;0;0;0;0;0;0;Geofísico;5020843
502085;FLOOD;Sabanalarga;29/10/1979;OVERFLOW;Por lluvias  río San pedro;EL TIEMPO 1979-10-30 P.13A;208602;30;0;0;208601;0;0;0;10;0;10;0;0;Hidrológico;5020853
502086;FLOOD;Rionegro;29/10/1979;OVERFLOW;Por lluvias  río Rionegro;EL TIEMPO 1979-10-30 P.13A;208702;0;0;0;208701;0;0;0;0;0;0;0;0;Hidrológico;5020863
502087;FLOOD;Puerto Berrio;28/10/1979;OVERFLOW;Rio Magdalena;BDOD-30043;208802;0;0;0;208801;0;0;0;0;0;0;0;0;Hidrológico;5020873
502088;RAIN;Medellín;28/10/1979;ATMOSPHCONDITION;;EL TIEMPO 1979-10-29 P.6A;208902;0;0;0;208901;0;0;0;0;0;0;0;0;Atmosférico;5020883
502089;LANDSLIDE;Turbo;25/10/1979;RAIN;;EL TIEMPO 1979-09-26 P.6A;209002;0;0;0;209001;0;0;0;0;0;0;0;0;Geofísico;5020893
502090;LANDSLIDE;Necoclí;25/10/1979;RAIN;;EL TIEMPO 1979-09-26 P.6A;209102;0;0;0;209101;0;0;0;0;0;0;0;0;Geofísico;5020903
502091;LANDSLIDE;Arboletes;25/10/1979;RAIN;;EL TIEMPO 1979-09-26 P.6A;209202;0;0;0;209201;0;0;0;0;0;0;0;0;Geofísico;5020913
502092;LANDSLIDE;Cisneros;23/10/1979;RAIN;;BDOSSO-EL TIEMPO 1979-09-26 P.6A;209302;0;0;0;209301;0;0;0;0;0;0;0;0;Geofísico;5020923
502093;EXPLOSION;Caucasia;14/10/1979;OTHER;Explosión de varias canecas de combustible.;EL TIEMPO 1979-10-16 P.ultB;209402;40;0;0;209401;0;0;0;10;10;0;0;0;Técnico;5020933
502094;SPATE;Itaguí;25/09/1979;OVERFLOW;Desbto. Quebradas La Raya y Doña Maria;BDOD-30033-ING-EL TIEMPO1979-09-26P.ppal;209502;120;100;0;209501;1200;0;0;10;10;10;10;10;Hidrológico;5020943
502095;LANDSLIDE;Medellín;6/09/1979;RAIN;Taponamiento de un riachuelo llamado La Castro;BDOSSO-EL TIEMPO 1979-09-08 P.ppal-3B;209602;20;10;0;209601;70;0;0;10;10;0;10;0;Geofísico;5020953
502096;LANDSLIDE;Bello;6/09/1979;RAIN;;EL TIEMPO 1979-09-08 P.ppal-3B;209702;10;0;0;209701;0;0;0;10;0;0;0;0;Geofísico;5020963
502097;RAIN;Medellín;1/09/1979;ATMOSPHCONDITION;;EL TIEMPO 1979-09-03 P.2A;209802;0;0;0;209801;20;0;0;0;0;0;10;10;Atmosférico;5020973
502098;FIRE;Medellín;17/08/1979;UNKNOWN;;EL TIEMPO 1979-08-18 P.8B;209902;0;0;0;209901;0;0;50000000;0;0;0;0;0;Técnico;5020983
502099;FLOOD;Apartadó;22/07/1979;OVERFLOW;Por lluvias  ríoApartadó;BDOSSO-EL TIEMPO 1979-07-24 P.8C;210002;0;0;20;210001;0;1300;20000000;0;0;10;0;0;Hidrológico;5020993
502100;POLLUTION;Apartadó;24/05/1979;NEGLIGENCE;;EL TIEMPO 1979-05-26 P.10B;210102;0;0;0;210101;0;0;0;0;10;0;0;0;Atmosférico;5021003
502101;LANDSLIDE;Medellín;20/05/1979;RAIN;;EL TIEMPO 1979-05-21 P.6C;210202;10;20;0;210201;10;0;0;10;10;0;10;0;Geofísico;5021013
502102;LANDSLIDE;Medellín;29/04/1979;RAIN;;EL TIEMPO 1979-05-01 P.6A;210302;0;0;0;210301;30;0;1000000;0;0;0;10;10;Geofísico;5021023
502103;FLOOD;Caucasia;28/04/1979;RAIN;;EL TIEMPO 1979-04-29 P.9A;210402;0;0;0;210401;0;0;0;0;0;0;0;0;Hidrológico;5021033
502104;RAIN;Medellín;24/04/1979;ATMOSPHCONDITION;;EL TIEMPO 1979-04-26 P.ppal-10D;210502;20;0;0;210501;0;0;0;10;0;0;0;0;Atmosférico;5021043
502105;FLOOD;Medellín;24/04/1979;RAIN;;EL TIEMPO 1979-04-26 P.ppal-10D;210602;10;0;0;210601;0;0;0;10;0;0;0;10;Hidrológico;5021053
502106;FLOOD;Bello;24/04/1979;RAIN;;EL TIEMPO 1979-04-26 P.ppal-10D;210702;0;0;0;210701;0;0;0;0;0;0;0;0;Hidrológico;5021063
502107;FLOOD;Medellín;19/04/1979;RAIN;Desbto. Quebrada La Negra;EL TIEMPO 1979-04-20 P.ppal;210802;30;0;0;210801;0;0;90000000;10;0;0;0;0;Hidrológico;5021073
502108;SPATE;Medellín;8/04/1979;RAIN;Desbto. Quebrada La Gabriela;BDOD-30016-BDOSSO-ELTIEMPO1979-04-19 P4B;210902;30;0;0;210901;160;0;0;10;0;0;10;0;Hidrológico;5021083
502109;SPATE;Medellín;4/04/1979;UNKNOWN;;BDOD-30018;211002;0;0;0;211001;0;0;0;0;0;0;0;0;Hidrológico;5021093
502110;SPATE;Bello;4/04/1979;UNKNOWN;;BDOD-30018;211102;0;0;0;211101;0;0;0;0;0;0;0;0;Hidrológico;5021103
502111;OTHER;Medellín;22/03/1979;ATMOSPHCONDITION;malas condiciones atmosfericas;EL TIEMPO 1979-03-23 P.14A;211202;0;0;0;211201;0;0;0;0;0;0;0;0;Otros;5021113
502112;FLOOD;Medellín;19/03/1979;RAIN;;EL TIEMPO 1979-03-20 P.6A;211302;0;0;0;211301;0;0;0;0;0;0;0;0;Hidrológico;5021123
502113;SPATE;Medellín;15/03/1979;UNKNOWN;Varias;BDOSSO;211402;0;0;0;211401;0;0;0;0;0;0;0;0;Hidrológico;5021133
502114;FLOOD;Itaguí;15/03/1979;RAIN;Lluvias intensas;BDOSSO;211502;0;0;0;211501;0;0;0;0;0;0;0;0;Hidrológico;5021143
502115;STRUCTURE;Medellín;10/03/1979;UNKNOWN;;EL TIEMPO 1979-03-12 P.5B;211602;30;30;0;211601;0;0;0;10;10;0;0;0;Técnico;5021153
502116;FIRE;Medellín;3/03/1979;UNKNOWN;;EL TIEMPO 1979-03-06 P.ppal-2A;211702;0;0;0;211701;0;0;0;0;0;0;0;0;Técnico;5021163
502117;DROUGHT;Medellín;24/02/1979;ATMOSPHCONDITION;;BDOSSO-EL TIEMPO 1979-02-25 P.9A;211802;0;0;0;211801;0;0;0;0;0;0;0;0;Hidrológico;5021173
502118;STRONGWIND;Medellín;8/02/1979;ATMOSPHCONDITION;;EL TIEMPO 1979-02-09 P.13A;211902;0;70;0;211901;0;0;2000000;0;10;0;0;0;Atmosférico;5021183
502119;FLOOD;Medellín;8/02/1979;RAIN;;EL TIEMPO 1979-02-09 P.13A;212002;0;0;0;212001;0;0;0;0;0;0;0;0;Hidrológico;5021193
